Domain Name,Domain Type,Agency,City,State,Status,Last Payment Date,Expiration Date
CARLISLE-IA.GOV,City,Non-Federal Agency,Carlisle,IA,ACTIVE,30-Oct-13,30-Sep-14
CARLISLEMA.GOV,City,Non-Federal Agency,Carlisle,MA,ACTIVE,13-Mar-14,5-Jun-15
CARLSBADCA.GOV,City,Non-Federal Agency,Carlsbad,CA,ACTIVE,2-Apr-14,9-Jun-15
CARNATIONWA.GOV,City,Non-Federal Agency,Carnation,WA,ACTIVE,7-Jul-14,9-Jul-15
CARNEGIEOK.GOV,City,Non-Federal Agency,Carnegie,OK,ACTIVE,22-Aug-14,22-Aug-15
CARNEYSPOINTNJ.GOV,City,Non-Federal Agency,Carneys Point,NJ,ACTIVE,22-Jul-13,6-Aug-13
CARRBORONC.GOV,City,Non-Federal Agency,Carrboro,NC,ACTIVE,6-Oct-14,3-Jan-16
CARROLLTON-GA.GOV,City,Non-Federal Agency,Carrollton,GA,ACTIVE,6-Sep-13,30-Sep-14
CARTERLAKE-IA.GOV,City,Non-Federal Agency,Carter Lake,IA,ACTIVE,19-Jul-13,22-Jun-13
CARTERSVILLEGA.GOV,City,Non-Federal Agency,Cartersville,GA,ACTIVE,5-Feb-15,5-Apr-16
CARTHAGEMO.GOV,City,Non-Federal Agency,Carthage,MO,ACTIVE,13-Sep-13,29-Nov-14
CARYNC.GOV,City,Non-Federal Agency,Cary,NC,ACTIVE,6-Feb-15,6-Feb-16
CASAGRANDEAZ.GOV,City,Non-Federal Agency,Casa Grande,AZ,ACTIVE,7-Aug-14,17-Oct-15
CASPERWY.GOV,City,Non-Federal Agency,Casper,WY,ACTIVE,20-Aug-14,30-Sep-15
CASTROVILLETX.GOV,City,Non-Federal Agency,Castroville,TX,ACTIVE,3-Oct-14,2-Nov-15
CATHEDRALCITY.GOV,City,Non-Federal Agency,Cathedral City,CA,ACTIVE,19-Aug-14,26-Aug-15
CAVESPRINGSAR.GOV,City,Non-Federal Agency,Cave Springs,AR,ACTIVE,19-Feb-15,19-Feb-16
CECILTONMD.GOV,City,Non-Federal Agency,Cecilton ,MD,ACTIVE,2-Jan-15,21-Jan-16
CECILTOWNSHIP-PA.GOV,City,Non-Federal Agency,Cecil,PA,ACTIVE,30-Sep-14,30-Sep-15
CEDARHURST.GOV,City,Non-Federal Agency,cedarhurst,NY,ACTIVE,30-Sep-14,30-Sep-15
CEDARPARKTEXAS.GOV,City,Non-Federal Agency,Cedar Park,TX,ACTIVE,24-Nov-14,23-Jan-16
CEDARRAPIDS-IA.GOV,City,Non-Federal Agency,Cedar Rapids,IA,ACTIVE,9-Oct-14,30-Sep-15
CEDARTOWNGEORGIA.GOV,City,Non-Federal Agency,Cedartown,GA,ACTIVE,12-Sep-11,10-Jul-12
CENTENNIALCO.GOV,City,Non-Federal Agency,Centennial,CO,ACTIVE,22-Jul-14,19-Aug-15
CENTERCO.GOV,City,Non-Federal Agency,Center,CO,ACTIVE,17-Jul-13,2-Feb-14
CENTERVILLEOHIO.GOV,City,Non-Federal Agency,Centerville,OH,ACTIVE,19-Sep-14,30-Sep-15
CENTERVILLETX.GOV,City,Non-Federal Agency,College Station,TX,ACTIVE,15-Jul-14,9-Oct-15
CENTRAL-LA.GOV,City,Non-Federal Agency,Central,LA,ACTIVE,27-May-14,30-Jun-15
CENTRALPOINTOREGON.GOV,City,Non-Federal Agency,Central Point,OR,ACTIVE,8-Jan-15,21-Apr-15
CENTREVILLE-MD.GOV,City,Non-Federal Agency,Centreville,MD,ACTIVE,15-Sep-10,30-Sep-11
CERESCO-NE.GOV,City,Non-Federal Agency,Ceresco,NE,ACTIVE,19-Oct-10,30-Sep-11
CGAZ.GOV,City,Non-Federal Agency,Casa Grande,AZ,ACTIVE,4-Dec-14,4-Mar-16
CHADDSFORDPA.GOV,City,Non-Federal Agency,Chadds Ford,PA,ACTIVE,15-Jan-14,21-Jan-15
CHAMBERSBURGPA.GOV,City,Non-Federal Agency,Chambersburg,PA,ACTIVE,16-Aug-12,17-Oct-13
CHAMBLEEGA.GOV,City,Non-Federal Agency,Chamblee,GA,ACTIVE,11-Oct-14,12-Oct-15
CHARLESTON-SC.GOV,City,Non-Federal Agency,Charleston,SC,ACTIVE,21-Apr-14,27-Apr-15
CHARLESTONWV.GOV,City,Non-Federal Agency,Charleston,WV,ACTIVE,20-Oct-14,20-Oct-15
CHARLESTOWN-NH.GOV,City,Non-Federal Agency,Charlestown,NH,ACTIVE,23-Oct-14,10-Nov-15
CHARLOTTENC.GOV,City,Non-Federal Agency,Charlotte,NC,ACTIVE,19-Mar-14,26-May-15
CHARLOTTESVILLEVA.GOV,City,Non-Federal Agency,Charlottesville,VA,ACTIVE,4-Feb-15,4-Feb-16
CHATHAM-MA.GOV,City,Non-Federal Agency,Chatham,MA,ACTIVE,18-Aug-14,2-Sep-15
CHATHAM-VA.GOV,City,Non-Federal Agency,Chatham,VA,ACTIVE,1-Aug-14,30-Sep-15
CHATHAMTOWNSHIP-NJ.GOV,City,Non-Federal Agency,Chatham,NJ,ACTIVE,19-Feb-14,17-May-15
CHATSWORTHGA.GOV,City,Non-Federal Agency,Chatsworth,GA,ACTIVE,13-Jun-13,12-Aug-14
CHATTANOOGA.GOV,City,Non-Federal Agency,Chattanooga,TN,ACTIVE,4-Mar-15,30-Sep-15
CHELSEAMA.GOV,City,Non-Federal Agency,Chelsea,MA,ACTIVE,18-Sep-14,30-Sep-15
CHESAPEAKECITY-MD.GOV,City,Non-Federal Agency,Chesapeake City,MD,ACTIVE,7-Apr-14,7-Mar-15
CHESHIRE-MA.GOV,City,Non-Federal Agency,Cheshire,MA,ACTIVE,3-Jul-14,30-Sep-15
CHESTER-NY.GOV,City,Non-Federal Agency,Chester,NY,ACTIVE,21-May-14,21-May-15
CHESTNUTHILLTWP-PA.GOV,City,Non-Federal Agency,Brodheadsville,PA,ACTIVE,30-Sep-14,30-Sep-15
CHEVERLY-MD.GOV,City,Non-Federal Agency,Cheverly,MD,ACTIVE,16-Sep-14,15-Nov-15
CHEVYCHASEVILLAGEMD.GOV,City,Non-Federal Agency,Chevy Chase,MD,ACTIVE,27-Feb-15,26-Sep-15
CHICOCA.GOV,City,Non-Federal Agency,Chico,CA,ACTIVE,30-Oct-14,1-Oct-15
CHICOPEEMA.GOV,City,Non-Federal Agency,Chicopee,MA,ACTIVE,18-Nov-14,22-Nov-15
CHILMARKMA.GOV,City,Non-Federal Agency,Chilmark,MA,ACTIVE,20-Oct-14,20-Oct-15
CHINAGROVENC.GOV,City,Non-Federal Agency,China Grove,NC,ACTIVE,25-Sep-14,30-Sep-15
CHINCOTEAGUE-VA.GOV,City,Non-Federal Agency,Chincoteague,VA,ACTIVE,2-Jul-14,30-Sep-15
CHIPPEWAFALLS-WI.GOV,City,Non-Federal Agency,Chippewa Falls,WI,ACTIVE,19-Aug-13,16-Jul-14
CHOWANCOUNTY-NC.GOV,City,Non-Federal Agency,Edenton,NC,ACTIVE,15-Jul-13,30-Sep-14
CHURCHHILLTN.GOV,City,Non-Federal Agency,Church Hill,TN,ACTIVE,13-Aug-12,8-Nov-13
CIBOLOTX.GOV,City,Non-Federal Agency,Cibolo,TX,ACTIVE,18-Nov-14,13-Nov-15
CINCINNATI-OH.GOV,City,Non-Federal Agency,Cincinnati,OH,ACTIVE,2-Jun-14,30-Aug-15
CINCINNATIOHIO.GOV,City,Non-Federal Agency,Cincinnati,OH,ACTIVE,2-Jun-14,7-Aug-15
CITYKANKAKEE-IL.GOV,City,Non-Federal Agency,KANKAKEE,IL,ACTIVE,16-Jul-13,30-Aug-14
CITYOFADAMS-WI.GOV,City,Non-Federal Agency,Adams,WI,ACTIVE,15-Sep-14,30-Sep-15
CITYOFAIKENSC.GOV,City,Non-Federal Agency,Aiken,SC,ACTIVE,20-Aug-14,19-Sep-15
CITYOFALAMEDACA.GOV,City,Non-Federal Agency,Alameda,CA,ACTIVE,28-Apr-14,26-May-15
CITYOFALBIONMI.GOV,City,Non-Federal Agency,albion,MI,ACTIVE,27-Jan-15,25-Feb-16
CITYOFALCOA-TN.GOV,City,Non-Federal Agency,Alcoa,TN,ACTIVE,8-Jan-15,8-Apr-16
CITYOFALGOODTN.GOV,City,Non-Federal Agency,Algood,TN,ACTIVE,21-Nov-14,16-Dec-15
CITYOFALMAGA.GOV,City,Non-Federal Agency,Alma,GA,ACTIVE,8-Sep-14,6-Sep-15
CITYOFBAKERLA.GOV,City,Non-Federal Agency,Baker ,LA,ACTIVE,17-Jul-13,19-Mar-14
CITYOFBELOITWI.GOV,City,Non-Federal Agency,Beloit,WI,ACTIVE,3-Dec-14,19-Feb-16
CITYOFBENTONHARBORMI.GOV,City,Non-Federal Agency,Benton Harbor,MI,ACTIVE,8-Mar-12,8-Mar-13
CITYOFBLUERIDGEGA.GOV,City,Non-Federal Agency,Blue Ridge,GA,ACTIVE,3-Dec-14,10-Feb-16
CITYOFBOWIEMD.GOV,City,Non-Federal Agency,Bowie,MD,ACTIVE,19-Sep-12,30-Sep-13
CITYOFBOWMANGA.GOV,City,Non-Federal Agency,Bowman,GA,ACTIVE,11-Mar-15,11-Mar-16
CITYOFBRUNSWICK-GA.GOV,City,Non-Federal Agency,Brunswick,GA,ACTIVE,12-Feb-15,11-Apr-16
CITYOFCANALFULTON-OH.GOV,City,Non-Federal Agency,Canal Fulton,OH,ACTIVE,17-Sep-13,7-Nov-14
CITYOFCAYCE-SC.GOV,City,Non-Federal Agency,Cayce,SC,ACTIVE,9-Jul-14,7-Sep-15
CITYOFCHETEK-WI.GOV,City,Non-Federal Agency,Chetek,WI,ACTIVE,3-Jul-14,30-Sep-15
CITYOFCHOTEAU-MT.GOV,City,Non-Federal Agency,Choteau,MT,ACTIVE,27-May-14,21-Aug-15
CITYOFCONWAY-AR.GOV,City,Non-Federal Agency,Conway,AR,ACTIVE,5-Feb-15,5-Feb-16
CITYOFCOWETA-OK.GOV,City,Non-Federal Agency,Coweta,OK,ACTIVE,6-Jan-14,2-Feb-15
CITYOFCRISFIELD-MD.GOV,City,Non-Federal Agency,Crisfield,MD,ACTIVE,18-Jun-12,16-Jul-13
CITYOFCUDAHYCA.GOV,City,Non-Federal Agency,Cudahy,CA,ACTIVE,29-Aug-12,30-Sep-13
CITYOFDALTON-GA.GOV,City,Non-Federal Agency,Dalton,GA,ACTIVE,15-Dec-14,15-Dec-15
CITYOFDOUGLASGA.GOV,City,Non-Federal Agency,Douglas,GA,ACTIVE,17-Jul-14,28-Sep-15
CITYOFDOVERIDAHO.GOV,City,Non-Federal Agency,Dover,ID,ACTIVE,8-Dec-14,8-Dec-15
CITYOFDUNBARWV.GOV,City,Non-Federal Agency,Dunbar,WV,ACTIVE,2-Mar-15,29-May-16
CITYOFDUPONTWA.GOV,City,Non-Federal Agency,DuPont,WA,ACTIVE,6-Jun-14,20-Jun-15
CITYOFENGLEWOOD-NJ.GOV,City,Non-Federal Agency,Englewood,NJ,ACTIVE,29-Sep-10,29-Sep-11
CITYOFEUDORAKS.GOV,City,Non-Federal Agency,Eudora,KS,ACTIVE,22-Oct-12,27-Dec-13
CITYOFFAIRFAX-MN.GOV,City,Non-Federal Agency,Fairfax,MN,ACTIVE,2-Jul-14,30-Sep-15
CITYOFFARMERSVILLE-CA.GOV,City,Non-Federal Agency,Farmersville,CA,ACTIVE,15-Aug-14,9-Sep-15
CITYOFFARMINGTON-AR.GOV,City,Non-Federal Agency,Farmington,AR,ACTIVE,5-Jun-14,3-Sep-15
CITYOFFOLKSTON-GA.GOV,City,Non-Federal Agency,Folkston,GA,ACTIVE,14-Oct-14,5-Oct-15
CITYOFFORTOGLETHORPEGA.GOV,City,Non-Federal Agency,FORT OGLETHORPE,GA,ACTIVE,27-Mar-13,29-Mar-14
CITYOFGAFFNEY-SC.GOV,City,Non-Federal Agency,Gaffney,SC,ACTIVE,1-Oct-14,30-Sep-15
CITYOFGALENAPARK-TX.GOV,City,Non-Federal Agency,Galena Park,TX,ACTIVE,8-Aug-14,30-Aug-15
CITYOFGRAVETTE-AR.GOV,City,Non-Federal Agency,Gravette,AR,ACTIVE,31-Jul-14,1-Aug-15
CITYOFGUNNISON-CO.GOV,City,Non-Federal Agency,Gunnison,CO,ACTIVE,10-Jan-14,3-Apr-15
CITYOFHAMPTON-GA.GOV,City,Non-Federal Agency,Hampton,GA,ACTIVE,11-Apr-14,10-Jul-15
CITYOFHARRISON-MI.GOV,City,Non-Federal Agency,Harrison,MI,ACTIVE,16-Aug-13,30-Aug-14
CITYOFHAYWARDWI.GOV,City,Non-Federal Agency,Hayward,WI,ACTIVE,17-Jun-14,11-Sep-15
CITYOFHIRAMGA.GOV,City,Non-Federal Agency,HIRAM,GA,ACTIVE,16-Jan-15,15-Feb-16
CITYOFHOKAH-MN.GOV,City,Non-Federal Agency,Hokah,MN,ACTIVE,7-Mar-14,5-Jun-15
CITYOFHOMER-AK.GOV,City,Non-Federal Agency,Homer,AK,ACTIVE,29-Dec-14,30-Nov-15
CITYOFHUMBLE-TX.GOV,City,Non-Federal Agency,Humble,TX,ACTIVE,24-Feb-15,22-May-16
CITYOFHUMBLETX.GOV,City,Non-Federal Agency,Humble,TX,ACTIVE,24-Feb-15,23-May-16
CITYOFKEYWEST-FL.GOV,City,Non-Federal Agency,Key West,FL,ACTIVE,31-Jul-14,31-Jul-15
CITYOFKINGMAN.GOV,City,Non-Federal Agency,Kingman,AZ,ACTIVE,7-Jul-14,30-Sep-15
CITYOFKINGSBURG-CA.GOV,City,Non-Federal Agency,Kingsburg,CA,ACTIVE,29-Jul-14,30-Sep-15
CITYOFLACRESCENT-MN.GOV,City,Non-Federal Agency,La Crescent,MN,ACTIVE,2-Sep-14,31-Aug-15
CITYOFLAGRANGEMO.GOV,City,Non-Federal Agency,LaGrange,MO,ACTIVE,2-Jul-14,30-Sep-15
CITYOFLAHABRA-CA.GOV,City,Non-Federal Agency,LA HABRA,CA,ACTIVE,31-May-14,1-Jun-15
CITYOFLENEXA-KS.GOV,City,Non-Federal Agency,Lenexa,KS,ACTIVE,2-Jul-14,30-Sep-15
CITYOFLENEXAKS.GOV,City,Non-Federal Agency,Lenexa,KS,ACTIVE,2-Jan-15,9-Jan-16
CITYOFLINCOLN-IL.GOV,City,Non-Federal Agency,Lincoln,IL,ACTIVE,8-Jan-14,15-Feb-15
CITYOFLINDALETX.GOV,City,Non-Federal Agency,LINDALE,TX,ACTIVE,13-Oct-14,11-Dec-15
CITYOFLISBON-IA.GOV,City,Non-Federal Agency,Lisbon,IA,ACTIVE,16-Sep-14,29-Oct-15
CITYOFLUBBOCKTX.GOV,City,Non-Federal Agency,Lubbock,TX,ACTIVE,2-Mar-15,3-Apr-16
CITYOFMACON-MO.GOV,City,Non-Federal Agency,Macon,MO,ACTIVE,19-Jul-12,12-Oct-13
CITYOFMARIONIL.GOV,City,Non-Federal Agency,Marion,IL,ACTIVE,11-Mar-14,8-Jun-15
CITYOFMARIONWI.GOV,City,Non-Federal Agency,MARION,WI,ACTIVE,15-Jan-13,15-Jan-14
CITYOFMCCAYSVILLEGA.GOV,City,Non-Federal Agency,McCaysville,GA,ACTIVE,25-Apr-14,24-Jul-15
CITYOFMIDLANDMI.GOV,City,Non-Federal Agency,Midland,MI,ACTIVE,27-May-14,27-May-15
CITYOFMILLBROOK-AL.GOV,City,Non-Federal Agency,Millbrook,AL,ACTIVE,24-Dec-13,24-Nov-14
CITYOFMILLENGA.GOV,City,Non-Federal Agency,Millen,GA,ACTIVE,(blank),14-Jan-16
CITYOFMONONGAHELA-PA.GOV,City,Non-Federal Agency,Monongahela,PA,ACTIVE,30-Dec-14,14-Jan-16
CITYOFMORROWGA.GOV,City,Non-Federal Agency,Morrow,GA,ACTIVE,24-Jul-14,24-Jul-15
CITYOFMTVERNON-IA.GOV,City,Non-Federal Agency,Mount Vernon,IA,ACTIVE,8-Aug-14,6-Nov-15
CITYOFNANTICOKE-PA.GOV,City,Non-Federal Agency,Nanticoke,PA,ACTIVE,13-Feb-14,15-Mar-15
CITYOFNEWBURGH-NY.GOV,City,Non-Federal Agency,Newburgh,NY,ACTIVE,19-Sep-14,30-Sep-15
CITYOFNEWULM-MN.GOV,City,Non-Federal Agency,New Ulm,MN,ACTIVE,1-Aug-14,30-Sep-15
CITYOFNORMANDY.GOV,City,Non-Federal Agency,St. Louis,MO,ACTIVE,21-Nov-14,7-Sep-15
CITYOFOMAHA-NE.GOV,City,Non-Federal Agency,Omaha,NE,ACTIVE,23-Jul-13,21-Oct-14
CITYOFPACIFICWA.GOV,City,Non-Federal Agency,Pacific,WA,ACTIVE,23-Sep-14,20-Jul-15
CITYOFPALMVALLEY-TX.GOV,City,Non-Federal Agency,Harlingen,TX,ACTIVE,19-Oct-11,30-Oct-12
CITYOFPARISTN.GOV,City,Non-Federal Agency,Paris,TN,ACTIVE,11-Aug-14,7-Sep-15
CITYOFPARMA-OH.GOV,City,Non-Federal Agency,Parma,OH,ACTIVE,9-Jul-14,27-Aug-15
CITYOFPATTERSONLA.GOV,City,Non-Federal Agency,Patterson,LA,ACTIVE,29-Dec-14,24-Jan-16
CITYOFPEARLANDTX.GOV,City,Non-Federal Agency,Pearland,TX,ACTIVE,10-Mar-11,9-May-12
CITYOFPHOENIX.GOV,City,Non-Federal Agency,Phoenix,AZ,ACTIVE,27-Aug-14,30-Sep-15
CITYOFPIGEONFORGETN.GOV,City,Non-Federal Agency,Pigeon Forge,TN,ACTIVE,15-Aug-14,15-Aug-15
CITYOFPLAINVILLE-KS.GOV,City,Non-Federal Agency,Plainville,KS,ACTIVE,5-Aug-14,30-Sep-15
CITYOFPLATTSBURGH-NY.GOV,City,Non-Federal Agency,Plattsburgh,NY,ACTIVE,9-Feb-15,20-Feb-16
CITYOFPLEASANTONCA.GOV,City,Non-Federal Agency,Pleasanton,CA,ACTIVE,29-Oct-14,18-Nov-15
CITYOFPOCOMOKEMD.GOV,City,Non-Federal Agency,Pocomoke City,MD,ACTIVE,3-Apr-14,4-Apr-15
CITYOFPORTLANDTN.GOV,City,Non-Federal Agency,Portland,TN,ACTIVE,10-Jun-14,10-Jun-15
CITYOFREDMOND.GOV,City,Non-Federal Agency,Redmond,WA,ACTIVE,9-Jul-14,30-Sep-15
CITYOFROCKHILLSC.GOV,City,Non-Federal Agency,Rock Hill,SC,ACTIVE,30-Oct-14,30-Oct-15
CITYOFROCKPORT-IN.GOV,City,Non-Federal Agency,Rockport,IN,ACTIVE,17-Nov-14,13-Dec-15
CITYOFSAFFORDAZ.GOV,City,Non-Federal Agency,Safford,AZ,ACTIVE,5-Aug-13,18-Oct-14
CITYOFSALEMNJ.GOV,City,Non-Federal Agency,Salem,NJ,ACTIVE,8-Aug-14,27-Sep-15
CITYOFSANTEECA.GOV,City,Non-Federal Agency,Santee,CA,ACTIVE,1-Apr-14,18-Jun-15
CITYOFSPARTANBURG-SC.GOV,City,Non-Federal Agency,Spartanburg,SC,ACTIVE,2-Jul-14,30-Sep-15
CITYOFSTOCKBRIDGE-GA.GOV,City,Non-Federal Agency,Stockbridge,GA,ACTIVE,3-Jun-13,29-Jun-14
CITYOFSUGAR-LANDTX.GOV,City,Non-Federal Agency,Sugar Land,TX,ACTIVE,30-Oct-12,30-Sep-13
CITYOFSUGARLAND-TX.GOV,City,Non-Federal Agency,Sugar Land,TX,ACTIVE,30-Oct-12,30-Sep-13
CITYOFSUGARLANDTX.GOV,City,Non-Federal Agency,Sugar Land,TX,ACTIVE,30-Oct-12,30-Sep-13
CITYOFTITUSVILLEPA.GOV,City,Non-Federal Agency,Titusville,PA,ACTIVE,23-Apr-14,20-Jun-15
CITYOFTORRANCECA.GOV,City,Non-Federal Agency,Torrance,CA,ACTIVE,18-Feb-15,7-May-16
CITYOFTUKWILA-WA.GOV,City,Non-Federal Agency,Tukwila,WA,ACTIVE,2-Oct-13,30-Sep-14
CITYOFTYLER-TX.GOV,City,Non-Federal Agency,Tyler,TX,ACTIVE,13-Aug-12,2-Sep-13
CITYOFTYLERTX.GOV,City,Non-Federal Agency,Tyler,TX,ACTIVE,13-Aug-12,2-Sep-13
CITYOFWASHINGTONGA.GOV,City,Non-Federal Agency,Washington,GA,ACTIVE,10-Apr-13,24-Mar-14
CITYOFWEATHERBYLAKE-MO.GOV,City,Non-Federal Agency,Weatherby Lake,MO,ACTIVE,17-Oct-14,18-Oct-15
CITYOFWESTONLAKES-TX.GOV,City,Non-Federal Agency,Fulshear,TX,ACTIVE,15-Jul-13,7-Apr-13
CITYOFWEYAUWEGA-WI.GOV,City,Non-Federal Agency,Weyauwega,WI,ACTIVE,5-Jul-13,6-Jul-14
CITYOFWHEATON-IL.GOV,City,Non-Federal Agency,Wheaton,IL,ACTIVE,8-Jan-15,7-Feb-16
CITYOFWORLANDWY.GOV,City,Non-Federal Agency,Worland,WY,ACTIVE,19-May-14,16-Jul-15
CITYOFYUKONOK.GOV,City,Non-Federal Agency,Yukon,OK,ACTIVE,29-Apr-14,28-Jul-15
CLAIRTON-PA.GOV,City,Non-Federal Agency,Clairton,PA,ACTIVE,23-Oct-12,23-Oct-13
CLARKSTONGA.GOV,City,Non-Federal Agency,Clarkston,GA,ACTIVE,27-Jul-12,27-Jul-13
CLAYTONMO.GOV,City,Non-Federal Agency,Clayton,MO,ACTIVE,24-Oct-14,12-Nov-15
CLEARLAKE-WI.GOV,City,Non-Federal Agency,Clear Lake,WI,ACTIVE,2-Apr-14,18-Apr-15
CLEARLAKESHORES-TX.GOV,City,Non-Federal Agency,Clear Lake Shores,TX,ACTIVE,8-Sep-14,30-Sep-15
CLERMONTFL.GOV,City,Non-Federal Agency,Clermont,FM,ACTIVE,15-Oct-14,15-Oct-15
CLEVELAND-OH.GOV,City,Non-Federal Agency,Cleveland,OH,ACTIVE,8-Sep-14,30-Sep-15
CLEVELANDTN.GOV,City,Non-Federal Agency,Cleveland,TN,ACTIVE,2-Aug-13,23-Jul-14
CLEWISTON-FL.GOV,City,Non-Federal Agency,Clewiston,FL,ACTIVE,2-Oct-12,30-Sep-13
CLIFFSIDEPARKNJ.GOV,City,Non-Federal Agency,Cliffside Park,NJ,ACTIVE,14-Sep-14,30-Sep-15
CLIFTONFORGEVA.GOV,City,Non-Federal Agency,Clifton Forge,VA,ACTIVE,9-Sep-13,11-Jun-14
CLINTONMA.GOV,City,Non-Federal Agency,Clinton,MA,ACTIVE,7-Nov-14,7-Nov-15
CLINTONNJ.GOV,City,Non-Federal Agency,New Jersey,NJ,ACTIVE,2-Jul-14,30-Sep-15
CLINTONOK.GOV,City,Non-Federal Agency,Clinton,OK,ACTIVE,25-Jul-13,25-Jul-14
CMSDCA.GOV,City,Non-Federal Agency,Costa Mesa,CA,ACTIVE,4-Aug-14,30-Sep-15
COALRUNKY.GOV,City,Non-Federal Agency,Pikeville,KY,ACTIVE,22-Jan-15,23-Jan-16
COLCHESTERCT.GOV,City,Non-Federal Agency,Colchester,CT,ACTIVE,2-May-14,30-May-15
COLCHESTERVT.GOV,City,Non-Federal Agency,Colchester,VT,ACTIVE,3-Feb-15,3-May-16
COLDSPRINGKY.GOV,City,Non-Federal Agency,COLD SPRING,KY,ACTIVE,19-May-14,30-Jul-15
COLDSPRINGNY.GOV,City,Non-Federal Agency,Cold Spring ,NY,ACTIVE,25-Jul-14,11-Sep-15
COLFAX-CA.GOV,City,Non-Federal Agency,Colfax,CA,ACTIVE,5-Feb-15,5-Mar-16
COLLEGEPARKMD.GOV,City,Non-Federal Agency,College Park,MD,ACTIVE,18-Dec-14,16-Feb-16
COLLEGEVILLE-PA.GOV,City,Non-Federal Agency,Collegeville,PA,ACTIVE,18-Sep-14,30-Sep-15
COLLIERVILLETN.GOV,City,Non-Federal Agency,Collierville,TN,ACTIVE,27-Feb-15,27-May-16
COLLINCOUNTYTEXAS.GOV,City,Non-Federal Agency,Mckinney,TX,ACTIVE,3-Sep-14,30-Sep-15
COLLINCOUNTYTX.GOV,City,Non-Federal Agency,McKinney,TX,ACTIVE,3-Sep-14,30-Sep-15
COLONIALHEIGHTSVA.GOV,City,Non-Federal Agency,Colonial Heights,VA,ACTIVE,20-Jun-14,13-Sep-15
COLONIE-NY.GOV,City,Non-Federal Agency,Newtonville,NY,ACTIVE,20-Oct-10,30-Sep-11
COLORADOSPRINGS.GOV,City,Non-Federal Agency,Colorado Springs,CO,ACTIVE,18-Feb-15,6-Feb-16
COLRAIN-MA.GOV,City,Non-Federal Agency,Colrain,MA,ACTIVE,18-Nov-14,23-Nov-15
COLUMBIANAOHIO.GOV,City,Non-Federal Agency,Columbiana,OH,ACTIVE,28-Jul-14,28-Jul-15
COLUMBIATN.GOV,City,Non-Federal Agency,Columbia,TN,ACTIVE,11-Sep-14,4-Oct-15
COLUMBIATWP-OH.GOV,City,Non-Federal Agency,Columbia Station,OH,ACTIVE,30-Dec-13,26-Mar-15
COLUMBUS.GOV,City,Non-Federal Agency,Columbus,OH,ACTIVE,17-Sep-14,13-Sep-15
COLUMBUSOH.GOV,City,Non-Federal Agency,Columbus,OH,ACTIVE,17-Sep-14,13-Sep-15
COLUMBUSOHIO.GOV,City,Non-Federal Agency,Columbus,OH,ACTIVE,17-Sep-14,13-Sep-15
COMMERCIALPOINTOHIO.GOV,City,Non-Federal Agency,Commercial Point,OH,ACTIVE,19-Mar-14,22-May-15
CONCORDMA.GOV,City,Non-Federal Agency,Concord,MA,ACTIVE,6-Oct-14,3-Nov-15
CONCORDNC.GOV,City,Non-Federal Agency,Concord,NC,ACTIVE,3-Mar-15,31-Mar-16
CONCORDNH.GOV,City,Non-Federal Agency,Concord,NH,ACTIVE,4-Sep-14,3-Nov-15
CONCRETEWA.GOV,City,Non-Federal Agency,Concrete,WA,ACTIVE,6-Oct-14,3-Dec-15
CONNEAUTOHIO.GOV,City,Non-Federal Agency,Conneaut,OH,ACTIVE,17-Mar-14,11-Jun-15
CONNERSVILLEIN.GOV,City,Non-Federal Agency,Connersville,IN,ACTIVE,5-Sep-14,30-Sep-15
CONOVERNC.GOV,City,Non-Federal Agency,Conover,NC,ACTIVE,1-Jul-14,31-Jul-15
CONYERSGA.GOV,City,Non-Federal Agency,Conyers,GA,ACTIVE,4-Jun-12,5-May-13
COOKEVILLE-TN.GOV,City,Non-Federal Agency,Cookeville,TN,ACTIVE,12-Nov-14,4-Dec-15
COONRAPIDSMN.GOV,City,Non-Federal Agency,Coon Rapids,MN,ACTIVE,12-May-14,10-Aug-15
COPPELLTX.GOV,City,Non-Federal Agency,Coppell,TX,ACTIVE,12-Aug-14,6-Aug-15
COPPERASCOVETX.GOV,City,Non-Federal Agency,Copperas Cove,TX,ACTIVE,3-Sep-14,13-Sep-15
COR.GOV,City,Non-Federal Agency,Richardson,TX,ACTIVE,1-Aug-14,30-Sep-15
CORALGABLES-FL.GOV,City,Non-Federal Agency,Coral Gables,FL,ACTIVE,23-Jul-14,30-Sep-15
CORALGABLESFL.GOV,City,Non-Federal Agency,Coral Gables,FL,ACTIVE,23-Jul-14,30-Sep-15
CORBIN-KY.GOV,City,Non-Federal Agency,Corbin,KY,ACTIVE,5-Mar-15,28-Mar-16
CORNINGAR.GOV,City,Non-Federal Agency,Corning,AR,ACTIVE,8-Apr-14,9-Apr-15
CORNWALLNY.GOV,City,Non-Federal Agency,Cornwall,NY,ACTIVE,22-Apr-14,23-May-15
CORPUSCHRISTI-TX.GOV,City,Non-Federal Agency,Corpus Christi,TX,ACTIVE,19-Sep-14,30-Sep-15
CORRALESNM.GOV,City,Non-Federal Agency,Corales,NM,ACTIVE,13-Feb-15,13-Feb-16
CORRYPA.GOV,City,Non-Federal Agency,Corry,PA,ACTIVE,31-Mar-14,25-Jun-15
CORVALLISOREGON.GOV,City,Non-Federal Agency,Corvallis,OR,ACTIVE,7-Nov-14,1-Dec-15
